company_id,year,fiscal_year,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern
NAUKRI,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
NESTLEIND,Dec 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
NESTLEIND,Dec 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Dec 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
NESTLEIND,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
NHPC,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
NHPC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
NTPC,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
NTPC,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
NTPC,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
NTPC,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
NTPC,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
NTPC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
ONGC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
ONGC,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
ONGC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
PFC,Mar 2013,2013,negative,positive,positive,Possible Distress Financing
PFC,Mar 2014,2014,negative,positive,positive,Possible Distress Financing
PFC,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
PFC,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
PFC,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
PFC,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
PFC,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
PFC,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
PFC,Mar 2021,2021,negative,positive,positive,Possible Distress Financing
PFC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
PFC,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
PFC,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
PIDILITIND,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
PIDILITIND,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
PIDILITIND,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
PIDILITIND,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
PIDILITIND,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
PNB,Mar 2013,2013,negative,negative,negative,Cash Burn + Investment
PNB,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2017,2017,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
PNB,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
PNB,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
PNB,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
PNB,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
PNB,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
POWERGRID,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
POWERGRID,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
POWERGRID,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
POWERGRID,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
POWERGRID,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
POWERGRID,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
POWERGRID,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
RECLTD,Mar 2013,2013,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2014,2014,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2015,2015,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
RECLTD,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
RECLTD,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2019,2019,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2020,2020,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2021,2021,negative,positive,positive,Possible Distress Financing
RECLTD,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
RECLTD,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
RECLTD,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
RELIANCE,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
RELIANCE,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
RELIANCE,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
RELIANCE,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
RELIANCE,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
SBILIFE,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
SBILIFE,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Jun 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Jun 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Jun 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2016 9m,2016,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
SHREECEM,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
SHREECEM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
SHREECEM,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
SHRIRAMFIN,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2017,2017,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2021,2021,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2023,2023,negative,positive,positive,Possible Distress Financing
SHRIRAMFIN,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
SIEMENS,Sep 2011,2011,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2014,2014,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2015,2015,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2016,2016,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2017,2017,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
SIEMENS,Sep 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
SIEMENS,Sep 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SIEMENS,Sep 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
SIEMENS,Sep 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
SIEMENS,Sep 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
SIEMENS,Sep 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
SUNPHARMA,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
SUNPHARMA,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
SUNPHARMA,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
SUNPHARMA,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2013,2013,positive,positive,positive,Cash Accumulation / Asset Sale
TATACONSUM,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2016,2016,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TATACONSUM,Mar 2017,2017,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TATACONSUM,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TATACONSUM,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
TATACONSUM,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TATAMOTORS,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
TATAMOTORS,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TATAMOTORS,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
TATAMOTORS,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TATAMOTORS,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
TATAMOTORS,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
TATAPOWER,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TATAPOWER,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TATAPOWER,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
TATAPOWER,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
TATASTEEL,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
TATASTEEL,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
TATASTEEL,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TCS,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TCS,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TCS,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TCS,Mar 2023,2023,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TCS,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TECHM,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
TECHM,Mar 2014,2014,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TECHM,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TECHM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TECHM,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
TECHM,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
TITAN,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2018,2018,negative,positive,negative,Operations Weak / Selling Assets
TITAN,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2020,2020,negative,positive,negative,Operations Weak / Selling Assets
TITAN,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TITAN,Mar 2022,2022,negative,positive,negative,Operations Weak / Selling Assets
TITAN,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
TITAN,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
TORNTPHARM,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
TORNTPHARM,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
TORNTPHARM,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
TORNTPHARM,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TORNTPHARM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
TORNTPHARM,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
TORNTPHARM,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TRENT,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
TRENT,Mar 2014,2014,negative,negative,negative,Cash Burn + Investment
TRENT,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
TRENT,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TRENT,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TRENT,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
TRENT,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
TRENT,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
TRENT,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TRENT,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
TRENT,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
TRENT,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
TVSMOTOR,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
TVSMOTOR,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
TVSMOTOR,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
TVSMOTOR,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
TVSMOTOR,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
TVSMOTOR,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
TVSMOTOR,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
TVSMOTOR,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
TVSMOTOR,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
TVSMOTOR,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
TVSMOTOR,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
TVSMOTOR,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
ULTRACEMCO,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
ULTRACEMCO,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ULTRACEMCO,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ULTRACEMCO,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ULTRACEMCO,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
ULTRACEMCO,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
UNIONBANK,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
UNIONBANK,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
UNIONBANK,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
UNIONBANK,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
UNIONBANK,Mar 2017,2017,negative,negative,positive,Possible Distress Financing
UNIONBANK,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
UNIONBANK,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
UNIONBANK,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
UNIONBANK,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
UNIONBANK,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
UNIONBANK,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
UNIONBANK,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
UNITDSPR,Mar 2015,2015,negative,positive,negative,Operations Weak / Selling Assets
UNITDSPR,Mar 2016,2016,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
UNITDSPR,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
UNITDSPR,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
UNITDSPR,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
VEDL,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
VEDL,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2017,2017,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
VEDL,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
VEDL,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
VEDL,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
WIPRO,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
