company_id,year,fiscal_year,cfo_sign,cfi_sign,cff_sign,capital_allocation_pattern
GRASIM,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
GRASIM,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
GRASIM,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
GRASIM,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
GRASIM,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
HAL,Mar 2016,2016,missing,missing,missing,Mixed / Neutral
HAL,Mar 2017,2017,negative,positive,negative,Operations Weak / Selling Assets
HAL,Mar 2018,2018,negative,positive,negative,Operations Weak / Selling Assets
HAL,Mar 2019,2019,negative,positive,positive,Possible Distress Financing
HAL,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
HAL,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HAL,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HAL,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
HAL,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HAVELLS,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
HAVELLS,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HAVELLS,Mar 2023,2023,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HAVELLS,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Jun 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Jun 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Jun 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2016 9m,2016,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HCLTECH,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
HCLTECH,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HDFCBANK,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
HDFCBANK,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HDFCBANK,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
HDFCBANK,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HDFCBANK,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
HDFCBANK,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
HDFCBANK,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HDFCLIFE,Mar 2013,2013,missing,missing,missing,Mixed / Neutral
HDFCLIFE,Mar 2014,2014,missing,missing,missing,Mixed / Neutral
HDFCLIFE,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
HDFCLIFE,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
HDFCLIFE,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HDFCLIFE,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
HDFCLIFE,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2015,2015,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HEROMOTOCO,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HEROMOTOCO,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
HEROMOTOCO,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
HINDALCO,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
HINDALCO,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HINDALCO,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
HINDALCO,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
HINDALCO,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2013,2013,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HINDUNILVR,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2015,2015,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HINDUNILVR,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
HINDUNILVR,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
HINDUNILVR,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
ICICIBANK,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
ICICIBANK,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
ICICIBANK,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
ICICIBANK,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
ICICIBANK,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
ICICIBANK,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
ICICIBANK,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
ICICIGI,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
ICICIGI,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
ICICIGI,Mar 2015,2015,negative,positive,negative,Operations Weak / Selling Assets
ICICIGI,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
ICICIGI,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ICICIGI,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
ICICIGI,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2013,2013,negative,positive,negative,Operations Weak / Selling Assets
ICICIPRULI,Mar 2014,2014,negative,positive,negative,Operations Weak / Selling Assets
ICICIPRULI,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2016,2016,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ICICIPRULI,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
ICICIPRULI,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
ICICIPRULI,Mar 2024,2024,negative,positive,negative,Operations Weak / Selling Assets
INDIGO,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
INDIGO,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
INDIGO,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
INDIGO,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2021,2021,negative,positive,negative,Operations Weak / Selling Assets
INDIGO,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
INDIGO,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
INDIGO,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
INDUSINDBK,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
INDUSINDBK,Mar 2018,2018,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2020,2020,negative,positive,positive,Possible Distress Financing
INDUSINDBK,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
INDUSINDBK,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
INDUSINDBK,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
INDUSINDBK,Mar 2024,2024,negative,negative,negative,Cash Burn + Investment
INFY,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2015,2015,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
INFY,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
INFY,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
INFY,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
IOC,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
IOC,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
IOC,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
IOC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2016,2016,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
IRCTC,Mar 2017,2017,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
IRCTC,Mar 2018,2018,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
IRCTC,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
IRCTC,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
IRCTC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
IRFC,Mar 2013,2013,missing,missing,missing,Mixed / Neutral
IRFC,Mar 2014,2014,missing,missing,missing,Mixed / Neutral
IRFC,Mar 2015,2015,missing,missing,missing,Mixed / Neutral
IRFC,Mar 2016,2016,negative,positive,positive,Possible Distress Financing
IRFC,Mar 2017,2017,negative,positive,positive,Possible Distress Financing
IRFC,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
IRFC,Mar 2019,2019,negative,positive,positive,Possible Distress Financing
IRFC,Mar 2020,2020,negative,positive,positive,Possible Distress Financing
IRFC,Mar 2021,2021,negative,zero,positive,Possible Distress Financing
IRFC,Mar 2022,2022,negative,negative,positive,Possible Distress Financing
IRFC,Mar 2023,2023,negative,zero,positive,Possible Distress Financing
IRFC,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
ITC,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
ITC,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
JINDALSTEL,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
JINDALSTEL,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
JINDALSTEL,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
JINDALSTEL,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
JINDALSTEL,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
JIOFIN,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
JIOFIN,Mar 2024,2024,negative,positive,negative,Operations Weak / Selling Assets
JSWENERGY,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
JSWENERGY,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
JSWENERGY,Mar 2023,2023,positive,negative,positive,Growth Funded by Financing
JSWENERGY,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
JSWSTEEL,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
JSWSTEEL,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
JSWSTEEL,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
JSWSTEEL,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
JSWSTEEL,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
KOTAKBANK,Mar 2013,2013,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
KOTAKBANK,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2018,2018,negative,negative,positive,Possible Distress Financing
KOTAKBANK,Mar 2019,2019,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
KOTAKBANK,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
KOTAKBANK,Mar 2022,2022,positive,negative,positive,Growth Funded by Financing
KOTAKBANK,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
KOTAKBANK,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
LICI,Mar 2019,2019,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LICI,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
LICI,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LICI,Mar 2022,2022,negative,positive,zero,Operations Weak / Selling Assets
LICI,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
LICI,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
LODHA,Mar 2011,2011,missing,missing,missing,Mixed / Neutral
LODHA,Mar 2012,2012,missing,missing,missing,Mixed / Neutral
LODHA,Mar 2015,2015,missing,missing,missing,Mixed / Neutral
LODHA,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
LODHA,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
LODHA,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
LODHA,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
LODHA,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LODHA,Mar 2021,2021,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LODHA,Mar 2022,2022,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LODHA,Mar 2023,2023,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LODHA,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
LT,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
LT,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
LT,Mar 2015,2015,negative,negative,positive,Possible Distress Financing
LT,Mar 2016,2016,negative,negative,positive,Possible Distress Financing
LT,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
LT,Mar 2018,2018,negative,positive,positive,Possible Distress Financing
LT,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
LT,Mar 2020,2020,positive,negative,positive,Growth Funded by Financing
LT,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
LT,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
LT,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
LT,Mar 2024,2024,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LTIM,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2014,2014,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
LTIM,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
LTIM,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
M&M,Mar 2013,2013,negative,negative,positive,Possible Distress Financing
M&M,Mar 2014,2014,negative,negative,positive,Possible Distress Financing
M&M,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
M&M,Mar 2016,2016,positive,negative,positive,Growth Funded by Financing
M&M,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
M&M,Mar 2018,2018,positive,negative,positive,Growth Funded by Financing
M&M,Mar 2019,2019,negative,negative,positive,Possible Distress Financing
M&M,Mar 2020,2020,negative,negative,positive,Possible Distress Financing
M&M,Mar 2021,2021,positive,negative,positive,Growth Funded by Financing
M&M,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
M&M,Mar 2023,2023,negative,negative,positive,Possible Distress Financing
M&M,Mar 2024,2024,negative,negative,positive,Possible Distress Financing
MARUTI,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2015,2015,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
MARUTI,Mar 2024,2024,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2014,2014,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
MOTHERSON,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2017,2017,positive,negative,positive,Growth Funded by Financing
MOTHERSON,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2020,2020,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2021,2021,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2022,2022,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2023,2023,positive,negative,negative,Reinvesting + Returning Capital
MOTHERSON,Mar 2024,2024,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2013,2013,positive,negative,negative,Reinvesting + Returning Capital
NAUKRI,Mar 2014,2014,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2015,2015,positive,negative,positive,Growth Funded by Financing
NAUKRI,Mar 2016,2016,positive,negative,negative,Reinvesting + Returning Capital
NAUKRI,Mar 2017,2017,positive,negative,negative,Reinvesting + Returning Capital
NAUKRI,Mar 2018,2018,positive,negative,negative,Reinvesting + Returning Capital
NAUKRI,Mar 2019,2019,positive,negative,negative,Reinvesting + Returning Capital
NAUKRI,Mar 2020,2020,positive,positive,negative,Asset Sale + Debt/Dividend Outflow
